"CanonicalTable","Field","FirmId","CodeDomain","CodeType","CodeValue","OccurrenceCount","CurrentDescription","Classification"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","07A-10","31",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","07A-15","18",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","07A-20","16",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","07A-25","13",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","07A-27","37",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","07A-30","4",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","07A-35","17",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","07A-40","32",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","07A-45","114",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","07B-07","1",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","07B-120","4",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","07B-20","1",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","07B-200","159",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","07B-25","1",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","07B-40","5",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","07B-45","6",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","07B-50","5",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","07B-60","4",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","07B-65","7",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","07B-80","21",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","07B-85","4",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","07B-95","19",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","08A-10","23",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","08A-100","36",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","08A-105","2",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","08A-110","3",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","08A-135","1",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","08A-190","8",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","08A-195","18",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","08A-200","26",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","08A-205","7",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","08A-230","9",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","08A-25","7",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","08A-270","2",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","08A-30","6",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","08A-35","2",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","08A-40","4",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","08A-45","5",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","08A-50","3",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","08A-60","2",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","08B-200","4",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","08B-205","28",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","08B-210","32",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","08B-215","25",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","090103","3",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","1","6",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","1000","1",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","102527","19",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","102528","17",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","102529","14",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","102571","40",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","102601","21",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","102603","3",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","102684","16",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","102756","1",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","102762","479",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","102763","2",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","102764","2",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","102806","60",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","102820","2",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","102823","3",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","102824","6",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","102825","5",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","102826","8",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","102880","5",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","102891","5",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","102902","22",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","102973","2",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","103045","2",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","104596","1",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","104614","1",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","104722","2",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","106671","3",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","106672","1",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","106673","2",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","106674","2",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","106675","2",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","107652","7",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","107653","10",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","107654","10",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","107655","3",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","107656","1",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","107657","1",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","107658","5",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","107659","15",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","107660","18",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","107662","1",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","107663","1",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","107664","12",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","107665","13",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","107666","2",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","107667","6",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","107668","10",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","108655","2",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","108699","1",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","108701","1",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","108702","3",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","108703","10",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","108704","1",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","108724","2",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","108729","1",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","108742","12",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","108743","29",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","108744","1",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","108751","65",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","108752","3",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","108754","5",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","108759","130",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","108760","1",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","130","1",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","15A-100","2",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","15A-104","1",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","15A-130","4",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","15A-150","1",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","15A-165","3",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","15A-170","4",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","15A-190","1",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","15A-249","2",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","15A-250","2",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","15A-400","3",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","15A-405","10",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","15A-408","10",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","15A-415","14",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","15A-431","2",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","15A-435","9",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","15A-450","13",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","15A-455","15",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","15A-460","2",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","15A-461","3",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","15A-463","3",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","15A-475","1",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","15A-480","4",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","15A-500","18",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","15A-510","6",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","15A-515","2",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","15A-540","1",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","15A-550","14",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","15A-560","24",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","15A-563","7",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","15A-580","29",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","15A-585","3",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","15A-600","3",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","15A-605 A","6",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","15A-606","8",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","15A-610","3",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","15A-612","2",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","15A-619","1",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","15A-621","12",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","15A-623","2",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","15A-625","7",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","15A-630","8",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","15A-645","1",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","15A-690","7",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","15A-700","3",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","15A-715","1",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","15A-716","2",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","15A-717","2",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","15A-719","19",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","15A-720","5",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","15A-721","6",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","15A-722","10",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","15A-726","3",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","15A-741","2",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","15A-753","2",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","15A-759","3",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","15A-766","11",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","15A-768","1",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","15A-769","5",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","15A-770","4",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","15A-773","2",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","15A-775","3",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","15A-825","1",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","15B-50","17",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","15B-60","1",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","15B-65","1",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","15B-70","1",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","15B-75","2",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","15B-80","4",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","15B-85","1",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","15B-90","2",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","15C-100","1",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","15C-107","4",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","15C-110","4",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","15C-113","1",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","15C-114 A","1",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","15C-114C","3",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","15C-115","1",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","15C-120","3",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","15C-125","6",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","15C-126","34",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","15C-130","1",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","15C-135","5",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","15C-136","1",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","15C-138","7",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","15C-140","3",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","15C-210","3",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","15C-25","10",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","15C-310","1",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","15C-315","2",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","15C-320","5",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","15C-325","18",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","15C-400","8",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","15C-50","1",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","15C-56","4",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","15C-66","1",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","3","6",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","31.55","2",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","4A-2","1",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","5","2",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","8A-235","2",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","8A-245","15",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","8A-255","8",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","8A-260","20",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","8A-265","3",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","8A-270","1",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","8A-275","1",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","8A-280","13",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","8A-285","6",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","8A-295","9",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","8A-300","2",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","8A-305","8",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","8A-310","15",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","9","5",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","9C","3",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","MK","221",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","Stock","176034",,"TransactionDerived"
"PurchaseReceiptLine","InventoryLocation","01","Inventory","Location","Y","2",,"TransactionDerived"
"InventoryItem","ProductType","01","Inventory","ProductType",".","2",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","[CB","3",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","00","1",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","01","2",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","02","1",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","1","1",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","39","2",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","6","1",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","87","2",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","ADP","1",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","ASY","25",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","AWG","1",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","B","1",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","BBL","1",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","BD","10",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","BOX","13",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","BRD","31",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","BRK","1",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","C","1",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","CAB","7",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","CAP","414",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","CBA","345",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","CBL","1663",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","CBN","1",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","CHA","22",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","CHE","7",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","CHM","3",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","CHS","2",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","CLB","1",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","CM","2",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","CNN","175",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","COM","2",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","CON","213",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","CPM","1",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","CPN","1706",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","CRY","3",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","CTC","2",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","CW","1",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","D","1",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","DB","1",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","DIO","95",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","E","1",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","EA","6",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","ELM","50",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","EM","401",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","EM\","1",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","EMA","37",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","EMC","3",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","END","3",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","EQP","7",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","FER","2",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","FIX","2",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","FLX","5",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","FT","3",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","GLV","1",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","HNS","6",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","HOS","5",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","HRN","351",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","HRS","1",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","HRW","423",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","HSK","12",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","HWR","12",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","IC","61",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","ICS","130",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","IM","2",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","IND","30",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","INS","2",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","JB","1",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","LBL","8",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","LBR","8",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","LED","13",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","LIQ","2",,"SourceMaster"
"InventoryItem","ProductType","01","Inventory","ProductType","LUG","2",,"SourceMaster"
